sample_id,population,percentage,condition,treatment,sample_type,response
sample03318,nk_cell,18.27,melanoma,miraclib,PBMC,no
sample03319,b_cell,14.72,melanoma,miraclib,PBMC,no
sample03319,cd4_t_cell,29.67,melanoma,miraclib,PBMC,no
sample03319,cd8_t_cell,17.24,melanoma,miraclib,PBMC,no
sample03319,monocyte,26.23,melanoma,miraclib,PBMC,no
sample03319,nk_cell,12.14,melanoma,miraclib,PBMC,no
sample03320,b_cell,10.28,melanoma,miraclib,PBMC,no
sample03320,cd4_t_cell,32.78,melanoma,miraclib,PBMC,no
sample03320,cd8_t_cell,30.13,melanoma,miraclib,PBMC,no
sample03320,monocyte,16.57,melanoma,miraclib,PBMC,no
sample03320,nk_cell,10.24,melanoma,miraclib,PBMC,no
sample03321,b_cell,5.17,melanoma,miraclib,PBMC,no
sample03321,cd4_t_cell,34.16,melanoma,miraclib,PBMC,no
sample03321,cd8_t_cell,21.36,melanoma,miraclib,PBMC,no
sample03321,monocyte,14.42,melanoma,miraclib,PBMC,no
sample03321,nk_cell,24.89,melanoma,miraclib,PBMC,no
sample03322,b_cell,6.12,melanoma,miraclib,PBMC,no
sample03322,cd4_t_cell,36.19,melanoma,miraclib,PBMC,no
sample03322,cd8_t_cell,21.39,melanoma,miraclib,PBMC,no
sample03322,monocyte,20.0,melanoma,miraclib,PBMC,no
sample03322,nk_cell,16.29,melanoma,miraclib,PBMC,no
sample03323,b_cell,5.58,melanoma,miraclib,PBMC,no
sample03323,cd4_t_cell,29.28,melanoma,miraclib,PBMC,no
sample03323,cd8_t_cell,23.97,melanoma,miraclib,PBMC,no
sample03323,monocyte,28.33,melanoma,miraclib,PBMC,no
sample03323,nk_cell,12.83,melanoma,miraclib,PBMC,no
sample03333,b_cell,11.59,melanoma,miraclib,PBMC,no
sample03333,cd4_t_cell,38.4,melanoma,miraclib,PBMC,no
sample03333,cd8_t_cell,21.09,melanoma,miraclib,PBMC,no
sample03333,monocyte,17.35,melanoma,miraclib,PBMC,no
sample03333,nk_cell,11.57,melanoma,miraclib,PBMC,no
sample03334,b_cell,12.73,melanoma,miraclib,PBMC,no
sample03334,cd4_t_cell,37.48,melanoma,miraclib,PBMC,no
sample03334,cd8_t_cell,15.33,melanoma,miraclib,PBMC,no
sample03334,monocyte,15.94,melanoma,miraclib,PBMC,no
sample03334,nk_cell,18.53,melanoma,miraclib,PBMC,no
sample03335,b_cell,6.74,melanoma,miraclib,PBMC,no
sample03335,cd4_t_cell,33.1,melanoma,miraclib,PBMC,no
sample03335,cd8_t_cell,21.59,melanoma,miraclib,PBMC,no
sample03335,monocyte,25.29,melanoma,miraclib,PBMC,no
sample03335,nk_cell,13.28,melanoma,miraclib,PBMC,no
sample03363,b_cell,9.32,melanoma,miraclib,PBMC,no
sample03363,cd4_t_cell,24.82,melanoma,miraclib,PBMC,no
sample03363,cd8_t_cell,23.64,melanoma,miraclib,PBMC,no
sample03363,monocyte,16.77,melanoma,miraclib,PBMC,no
sample03363,nk_cell,25.45,melanoma,miraclib,PBMC,no
sample03364,b_cell,10.55,melanoma,miraclib,PBMC,no
sample03364,cd4_t_cell,36.07,melanoma,miraclib,PBMC,no
sample03364,cd8_t_cell,30.15,melanoma,miraclib,PBMC,no
sample03364,monocyte,16.89,melanoma,miraclib,PBMC,no
sample03364,nk_cell,6.34,melanoma,miraclib,PBMC,no
sample03365,b_cell,5.51,melanoma,miraclib,PBMC,no
sample03365,cd4_t_cell,32.92,melanoma,miraclib,PBMC,no
sample03365,cd8_t_cell,29.84,melanoma,miraclib,PBMC,no
sample03365,monocyte,18.87,melanoma,miraclib,PBMC,no
sample03365,nk_cell,12.86,melanoma,miraclib,PBMC,no
sample03375,b_cell,13.75,melanoma,miraclib,PBMC,yes
sample03375,cd4_t_cell,27.12,melanoma,miraclib,PBMC,yes
sample03375,cd8_t_cell,21.27,melanoma,miraclib,PBMC,yes
sample03375,monocyte,12.97,melanoma,miraclib,PBMC,yes
sample03375,nk_cell,24.88,melanoma,miraclib,PBMC,yes
sample03376,b_cell,5.71,melanoma,miraclib,PBMC,yes
sample03376,cd4_t_cell,27.26,melanoma,miraclib,PBMC,yes
sample03376,cd8_t_cell,24.88,melanoma,miraclib,PBMC,yes
sample03376,monocyte,20.59,melanoma,miraclib,PBMC,yes
sample03376,nk_cell,21.56,melanoma,miraclib,PBMC,yes
sample03377,b_cell,8.2,melanoma,miraclib,PBMC,yes
sample03377,cd4_t_cell,23.6,melanoma,miraclib,PBMC,yes
sample03377,cd8_t_cell,29.88,melanoma,miraclib,PBMC,yes
sample03377,monocyte,27.48,melanoma,miraclib,PBMC,yes
sample03377,nk_cell,10.85,melanoma,miraclib,PBMC,yes
sample03381,b_cell,13.41,melanoma,miraclib,PBMC,yes
sample03381,cd4_t_cell,30.86,melanoma,miraclib,PBMC,yes
sample03381,cd8_t_cell,23.24,melanoma,miraclib,PBMC,yes
sample03381,monocyte,14.83,melanoma,miraclib,PBMC,yes
sample03381,nk_cell,17.66,melanoma,miraclib,PBMC,yes
sample03382,b_cell,9.39,melanoma,miraclib,PBMC,yes
sample03382,cd4_t_cell,24.19,melanoma,miraclib,PBMC,yes
sample03382,cd8_t_cell,24.63,melanoma,miraclib,PBMC,yes
sample03382,monocyte,21.03,melanoma,miraclib,PBMC,yes
sample03382,nk_cell,20.76,melanoma,miraclib,PBMC,yes
sample03383,b_cell,10.66,melanoma,miraclib,PBMC,yes
sample03383,cd4_t_cell,37.84,melanoma,miraclib,PBMC,yes
sample03383,cd8_t_cell,20.26,melanoma,miraclib,PBMC,yes
sample03383,monocyte,20.24,melanoma,miraclib,PBMC,yes
sample03383,nk_cell,11.01,melanoma,miraclib,PBMC,yes
sample03384,b_cell,13.02,melanoma,miraclib,PBMC,no
sample03384,cd4_t_cell,30.43,melanoma,miraclib,PBMC,no
sample03384,cd8_t_cell,28.31,melanoma,miraclib,PBMC,no
sample03384,monocyte,14.94,melanoma,miraclib,PBMC,no
sample03384,nk_cell,13.3,melanoma,miraclib,PBMC,no
sample03385,b_cell,11.76,melanoma,miraclib,PBMC,no
sample03385,cd4_t_cell,25.54,melanoma,miraclib,PBMC,no
sample03385,cd8_t_cell,21.18,melanoma,miraclib,PBMC,no
sample03385,monocyte,30.67,melanoma,miraclib,PBMC,no
sample03385,nk_cell,10.85,melanoma,miraclib,PBMC,no
sample03386,b_cell,18.84,melanoma,miraclib,PBMC,no
sample03386,cd4_t_cell,30.91,melanoma,miraclib,PBMC,no
sample03386,cd8_t_cell,21.81,melanoma,miraclib,PBMC,no
sample03386,monocyte,13.32,melanoma,miraclib,PBMC,no
sample03386,nk_cell,15.12,melanoma,miraclib,PBMC,no
sample03390,b_cell,7.35,melanoma,miraclib,PBMC,no
sample03390,cd4_t_cell,27.99,melanoma,miraclib,PBMC,no
sample03390,cd8_t_cell,23.96,melanoma,miraclib,PBMC,no
sample03390,monocyte,21.19,melanoma,miraclib,PBMC,no
sample03390,nk_cell,19.51,melanoma,miraclib,PBMC,no
sample03391,b_cell,14.05,melanoma,miraclib,PBMC,no
sample03391,cd4_t_cell,35.66,melanoma,miraclib,PBMC,no
sample03391,cd8_t_cell,18.15,melanoma,miraclib,PBMC,no
sample03391,monocyte,19.14,melanoma,miraclib,PBMC,no
sample03391,nk_cell,13.0,melanoma,miraclib,PBMC,no
sample03392,b_cell,11.12,melanoma,miraclib,PBMC,no
sample03392,cd4_t_cell,29.03,melanoma,miraclib,PBMC,no
sample03392,cd8_t_cell,20.04,melanoma,miraclib,PBMC,no
sample03392,monocyte,22.82,melanoma,miraclib,PBMC,no
sample03392,nk_cell,16.99,melanoma,miraclib,PBMC,no
sample03402,b_cell,6.28,melanoma,miraclib,PBMC,no
sample03402,cd4_t_cell,41.98,melanoma,miraclib,PBMC,no
sample03402,cd8_t_cell,22.74,melanoma,miraclib,PBMC,no
sample03402,monocyte,12.93,melanoma,miraclib,PBMC,no
sample03402,nk_cell,16.07,melanoma,miraclib,PBMC,no
sample03403,b_cell,9.41,melanoma,miraclib,PBMC,no
sample03403,cd4_t_cell,40.93,melanoma,miraclib,PBMC,no
sample03403,cd8_t_cell,21.05,melanoma,miraclib,PBMC,no
sample03403,monocyte,17.84,melanoma,miraclib,PBMC,no
sample03403,nk_cell,10.77,melanoma,miraclib,PBMC,no
sample03404,b_cell,7.06,melanoma,miraclib,PBMC,no
sample03404,cd4_t_cell,28.24,melanoma,miraclib,PBMC,no
sample03404,cd8_t_cell,26.01,melanoma,miraclib,PBMC,no
sample03404,monocyte,18.77,melanoma,miraclib,PBMC,no
sample03404,nk_cell,19.91,melanoma,miraclib,PBMC,no
sample03405,b_cell,11.99,melanoma,miraclib,PBMC,yes
sample03405,cd4_t_cell,27.88,melanoma,miraclib,PBMC,yes
sample03405,cd8_t_cell,29.51,melanoma,miraclib,PBMC,yes
sample03405,monocyte,21.0,melanoma,miraclib,PBMC,yes
sample03405,nk_cell,9.62,melanoma,miraclib,PBMC,yes
sample03406,b_cell,14.39,melanoma,miraclib,PBMC,yes
sample03406,cd4_t_cell,28.34,melanoma,miraclib,PBMC,yes
sample03406,cd8_t_cell,19.0,melanoma,miraclib,PBMC,yes
sample03406,monocyte,23.19,melanoma,miraclib,PBMC,yes
sample03406,nk_cell,15.06,melanoma,miraclib,PBMC,yes
sample03407,b_cell,11.27,melanoma,miraclib,PBMC,yes
sample03407,cd4_t_cell,31.82,melanoma,miraclib,PBMC,yes
sample03407,cd8_t_cell,28.93,melanoma,miraclib,PBMC,yes
sample03407,monocyte,16.35,melanoma,miraclib,PBMC,yes
sample03407,nk_cell,11.63,melanoma,miraclib,PBMC,yes
sample03414,b_cell,10.06,melanoma,miraclib,PBMC,no
sample03414,cd4_t_cell,30.75,melanoma,miraclib,PBMC,no
sample03414,cd8_t_cell,26.42,melanoma,miraclib,PBMC,no
sample03414,monocyte,18.21,melanoma,miraclib,PBMC,no
sample03414,nk_cell,14.55,melanoma,miraclib,PBMC,no
sample03415,b_cell,9.99,melanoma,miraclib,PBMC,no
sample03415,cd4_t_cell,31.21,melanoma,miraclib,PBMC,no
sample03415,cd8_t_cell,23.12,melanoma,miraclib,PBMC,no
sample03415,monocyte,21.39,melanoma,miraclib,PBMC,no
sample03415,nk_cell,14.29,melanoma,miraclib,PBMC,no
sample03416,b_cell,10.41,melanoma,miraclib,PBMC,no
sample03416,cd4_t_cell,34.74,melanoma,miraclib,PBMC,no
sample03416,cd8_t_cell,21.66,melanoma,miraclib,PBMC,no
sample03416,monocyte,22.29,melanoma,miraclib,PBMC,no
sample03416,nk_cell,10.89,melanoma,miraclib,PBMC,no
sample03420,b_cell,8.77,melanoma,miraclib,PBMC,no
sample03420,cd4_t_cell,35.1,melanoma,miraclib,PBMC,no
sample03420,cd8_t_cell,25.91,melanoma,miraclib,PBMC,no
sample03420,monocyte,22.08,melanoma,miraclib,PBMC,no
sample03420,nk_cell,8.14,melanoma,miraclib,PBMC,no
sample03421,b_cell,9.74,melanoma,miraclib,PBMC,no
sample03421,cd4_t_cell,37.2,melanoma,miraclib,PBMC,no
sample03421,cd8_t_cell,16.75,melanoma,miraclib,PBMC,no
sample03421,monocyte,17.36,melanoma,miraclib,PBMC,no
sample03421,nk_cell,18.96,melanoma,miraclib,PBMC,no
sample03422,b_cell,7.89,melanoma,miraclib,PBMC,no
sample03422,cd4_t_cell,28.03,melanoma,miraclib,PBMC,no
sample03422,cd8_t_cell,21.94,melanoma,miraclib,PBMC,no
sample03422,monocyte,21.71,melanoma,miraclib,PBMC,no
sample03422,nk_cell,20.43,melanoma,miraclib,PBMC,no
sample03432,b_cell,7.61,melanoma,miraclib,PBMC,no
sample03432,cd4_t_cell,32.88,melanoma,miraclib,PBMC,no
sample03432,cd8_t_cell,24.92,melanoma,miraclib,PBMC,no
sample03432,monocyte,17.24,melanoma,miraclib,PBMC,no
sample03432,nk_cell,17.35,melanoma,miraclib,PBMC,no
sample03433,b_cell,5.77,melanoma,miraclib,PBMC,no
sample03433,cd4_t_cell,36.58,melanoma,miraclib,PBMC,no
sample03433,cd8_t_cell,25.95,melanoma,miraclib,PBMC,no
sample03433,monocyte,16.12,melanoma,miraclib,PBMC,no
sample03433,nk_cell,15.57,melanoma,miraclib,PBMC,no
sample03434,b_cell,4.68,melanoma,miraclib,PBMC,no
sample03434,cd4_t_cell,30.71,melanoma,miraclib,PBMC,no
sample03434,cd8_t_cell,28.66,melanoma,miraclib,PBMC,no
sample03434,monocyte,21.72,melanoma,miraclib,PBMC,no
sample03434,nk_cell,14.23,melanoma,miraclib,PBMC,no
sample03453,b_cell,19.4,melanoma,miraclib,PBMC,yes
sample03453,cd4_t_cell,17.76,melanoma,miraclib,PBMC,yes
sample03453,cd8_t_cell,23.74,melanoma,miraclib,PBMC,yes
sample03453,monocyte,23.91,melanoma,miraclib,PBMC,yes
sample03453,nk_cell,15.2,melanoma,miraclib,PBMC,yes
sample03454,b_cell,4.62,melanoma,miraclib,PBMC,yes
sample03454,cd4_t_cell,33.58,melanoma,miraclib,PBMC,yes
sample03454,cd8_t_cell,25.89,melanoma,miraclib,PBMC,yes
sample03454,monocyte,24.88,melanoma,miraclib,PBMC,yes
sample03454,nk_cell,11.03,melanoma,miraclib,PBMC,yes
sample03455,b_cell,11.81,melanoma,miraclib,PBMC,yes
sample03455,cd4_t_cell,27.0,melanoma,miraclib,PBMC,yes
sample03455,cd8_t_cell,24.0,melanoma,miraclib,PBMC,yes
sample03455,monocyte,23.03,melanoma,miraclib,PBMC,yes
sample03455,nk_cell,14.16,melanoma,miraclib,PBMC,yes
sample03465,b_cell,7.97,melanoma,miraclib,PBMC,yes
sample03465,cd4_t_cell,28.65,melanoma,miraclib,PBMC,yes
sample03465,cd8_t_cell,31.49,melanoma,miraclib,PBMC,yes
sample03465,monocyte,17.7,melanoma,miraclib,PBMC,yes
sample03465,nk_cell,14.19,melanoma,miraclib,PBMC,yes
sample03466,b_cell,5.29,melanoma,miraclib,PBMC,yes
sample03466,cd4_t_cell,31.47,melanoma,miraclib,PBMC,yes
sample03466,cd8_t_cell,33.22,melanoma,miraclib,PBMC,yes
sample03466,monocyte,11.54,melanoma,miraclib,PBMC,yes
sample03466,nk_cell,18.48,melanoma,miraclib,PBMC,yes
sample03467,b_cell,12.98,melanoma,miraclib,PBMC,yes
sample03467,cd4_t_cell,39.23,melanoma,miraclib,PBMC,yes
sample03467,cd8_t_cell,18.32,melanoma,miraclib,PBMC,yes
sample03467,monocyte,19.73,melanoma,miraclib,PBMC,yes
sample03467,nk_cell,9.74,melanoma,miraclib,PBMC,yes
sample03474,b_cell,5.65,melanoma,miraclib,PBMC,no
sample03474,cd4_t_cell,25.1,melanoma,miraclib,PBMC,no
sample03474,cd8_t_cell,29.95,melanoma,miraclib,PBMC,no
sample03474,monocyte,25.77,melanoma,miraclib,PBMC,no
sample03474,nk_cell,13.54,melanoma,miraclib,PBMC,no
sample03475,b_cell,10.29,melanoma,miraclib,PBMC,no
sample03475,cd4_t_cell,24.3,melanoma,miraclib,PBMC,no
sample03475,cd8_t_cell,21.28,melanoma,miraclib,PBMC,no
sample03475,monocyte,26.3,melanoma,miraclib,PBMC,no
sample03475,nk_cell,17.83,melanoma,miraclib,PBMC,no
sample03476,b_cell,10.06,melanoma,miraclib,PBMC,no
sample03476,cd4_t_cell,28.15,melanoma,miraclib,PBMC,no
sample03476,cd8_t_cell,31.64,melanoma,miraclib,PBMC,no
sample03476,monocyte,17.79,melanoma,miraclib,PBMC,no
sample03476,nk_cell,12.37,melanoma,miraclib,PBMC,no
sample03486,b_cell,13.87,melanoma,miraclib,PBMC,yes
sample03486,cd4_t_cell,30.63,melanoma,miraclib,PBMC,yes
sample03486,cd8_t_cell,23.23,melanoma,miraclib,PBMC,yes
sample03486,monocyte,17.97,melanoma,miraclib,PBMC,yes
sample03486,nk_cell,14.31,melanoma,miraclib,PBMC,yes
sample03487,b_cell,9.59,melanoma,miraclib,PBMC,yes
sample03487,cd4_t_cell,31.32,melanoma,miraclib,PBMC,yes
sample03487,cd8_t_cell,29.56,melanoma,miraclib,PBMC,yes
sample03487,monocyte,14.54,melanoma,miraclib,PBMC,yes
sample03487,nk_cell,14.99,melanoma,miraclib,PBMC,yes
sample03488,b_cell,7.53,melanoma,miraclib,PBMC,yes
sample03488,cd4_t_cell,40.59,melanoma,miraclib,PBMC,yes
sample03488,cd8_t_cell,19.66,melanoma,miraclib,PBMC,yes
sample03488,monocyte,21.59,melanoma,miraclib,PBMC,yes
sample03488,nk_cell,10.63,melanoma,miraclib,PBMC,yes
sample03489,b_cell,11.34,melanoma,miraclib,PBMC,no
sample03489,cd4_t_cell,37.78,melanoma,miraclib,PBMC,no
sample03489,cd8_t_cell,18.67,melanoma,miraclib,PBMC,no
sample03489,monocyte,17.7,melanoma,miraclib,PBMC,no
sample03489,nk_cell,14.51,melanoma,miraclib,PBMC,no
sample03490,b_cell,12.07,melanoma,miraclib,PBMC,no
sample03490,cd4_t_cell,24.1,melanoma,miraclib,PBMC,no
sample03490,cd8_t_cell,31.88,melanoma,miraclib,PBMC,no
sample03490,monocyte,17.87,melanoma,miraclib,PBMC,no
sample03490,nk_cell,14.07,melanoma,miraclib,PBMC,no
sample03491,b_cell,15.37,melanoma,miraclib,PBMC,no
sample03491,cd4_t_cell,31.26,melanoma,miraclib,PBMC,no
sample03491,cd8_t_cell,26.27,melanoma,miraclib,PBMC,no
sample03491,monocyte,19.73,melanoma,miraclib,PBMC,no
sample03491,nk_cell,7.37,melanoma,miraclib,PBMC,no
sample03492,b_cell,6.43,melanoma,miraclib,PBMC,yes
sample03492,cd4_t_cell,36.21,melanoma,miraclib,PBMC,yes
sample03492,cd8_t_cell,25.79,melanoma,miraclib,PBMC,yes
sample03492,monocyte,18.94,melanoma,miraclib,PBMC,yes
sample03492,nk_cell,12.64,melanoma,miraclib,PBMC,yes
sample03493,b_cell,17.72,melanoma,miraclib,PBMC,yes
sample03493,cd4_t_cell,21.28,melanoma,miraclib,PBMC,yes
sample03493,cd8_t_cell,22.8,melanoma,miraclib,PBMC,yes
sample03493,monocyte,24.18,melanoma,miraclib,PBMC,yes
sample03493,nk_cell,14.02,melanoma,miraclib,PBMC,yes
sample03494,b_cell,11.34,melanoma,miraclib,PBMC,yes
sample03494,cd4_t_cell,30.43,melanoma,miraclib,PBMC,yes
sample03494,cd8_t_cell,24.07,melanoma,miraclib,PBMC,yes
sample03494,monocyte,19.62,melanoma,miraclib,PBMC,yes
sample03494,nk_cell,14.54,melanoma,miraclib,PBMC,yes
sample03531,b_cell,8.29,melanoma,miraclib,PBMC,yes
sample03531,cd4_t_cell,31.79,melanoma,miraclib,PBMC,yes
sample03531,cd8_t_cell,21.71,melanoma,miraclib,PBMC,yes
sample03531,monocyte,27.25,melanoma,miraclib,PBMC,yes
sample03531,nk_cell,10.96,melanoma,miraclib,PBMC,yes
sample03532,b_cell,12.9,melanoma,miraclib,PBMC,yes
sample03532,cd4_t_cell,23.7,melanoma,miraclib,PBMC,yes
sample03532,cd8_t_cell,19.18,melanoma,miraclib,PBMC,yes
sample03532,monocyte,17.84,melanoma,miraclib,PBMC,yes
sample03532,nk_cell,26.39,melanoma,miraclib,PBMC,yes
sample03533,b_cell,15.84,melanoma,miraclib,PBMC,yes
sample03533,cd4_t_cell,33.81,melanoma,miraclib,PBMC,yes
sample03533,cd8_t_cell,19.68,melanoma,miraclib,PBMC,yes
sample03533,monocyte,21.67,melanoma,miraclib,PBMC,yes
sample03533,nk_cell,9.0,melanoma,miraclib,PBMC,yes
sample03552,b_cell,8.82,melanoma,miraclib,PBMC,no
sample03552,cd4_t_cell,34.42,melanoma,miraclib,PBMC,no
sample03552,cd8_t_cell,23.95,melanoma,miraclib,PBMC,no
sample03552,monocyte,16.86,melanoma,miraclib,PBMC,no
sample03552,nk_cell,15.94,melanoma,miraclib,PBMC,no
sample03553,b_cell,8.4,melanoma,miraclib,PBMC,no
sample03553,cd4_t_cell,26.23,melanoma,miraclib,PBMC,no
sample03553,cd8_t_cell,28.22,melanoma,miraclib,PBMC,no
sample03553,monocyte,21.67,melanoma,miraclib,PBMC,no
sample03553,nk_cell,15.48,melanoma,miraclib,PBMC,no
sample03554,b_cell,12.41,melanoma,miraclib,PBMC,no
sample03554,cd4_t_cell,35.31,melanoma,miraclib,PBMC,no
sample03554,cd8_t_cell,16.85,melanoma,miraclib,PBMC,no
sample03554,monocyte,22.03,melanoma,miraclib,PBMC,no
sample03554,nk_cell,13.4,melanoma,miraclib,PBMC,no
sample03576,b_cell,11.42,melanoma,miraclib,PBMC,yes
sample03576,cd4_t_cell,25.85,melanoma,miraclib,PBMC,yes
sample03576,cd8_t_cell,22.31,melanoma,miraclib,PBMC,yes
sample03576,monocyte,31.72,melanoma,miraclib,PBMC,yes
sample03576,nk_cell,8.69,melanoma,miraclib,PBMC,yes
sample03577,b_cell,9.23,melanoma,miraclib,PBMC,yes
sample03577,cd4_t_cell,38.26,melanoma,miraclib,PBMC,yes
sample03577,cd8_t_cell,15.33,melanoma,miraclib,PBMC,yes
sample03577,monocyte,27.97,melanoma,miraclib,PBMC,yes
sample03577,nk_cell,9.22,melanoma,miraclib,PBMC,yes
sample03578,b_cell,9.62,melanoma,miraclib,PBMC,yes
sample03578,cd4_t_cell,30.64,melanoma,miraclib,PBMC,yes
sample03578,cd8_t_cell,26.92,melanoma,miraclib,PBMC,yes
sample03578,monocyte,15.33,melanoma,miraclib,PBMC,yes
sample03578,nk_cell,17.49,melanoma,miraclib,PBMC,yes
sample03579,b_cell,5.56,melanoma,miraclib,PBMC,no
sample03579,cd4_t_cell,33.81,melanoma,miraclib,PBMC,no
sample03579,cd8_t_cell,32.91,melanoma,miraclib,PBMC,no
sample03579,monocyte,14.76,melanoma,miraclib,PBMC,no
sample03579,nk_cell,12.95,melanoma,miraclib,PBMC,no
sample03580,b_cell,9.1,melanoma,miraclib,PBMC,no
sample03580,cd4_t_cell,30.3,melanoma,miraclib,PBMC,no
sample03580,cd8_t_cell,29.15,melanoma,miraclib,PBMC,no
sample03580,monocyte,17.4,melanoma,miraclib,PBMC,no
sample03580,nk_cell,14.04,melanoma,miraclib,PBMC,no
sample03581,b_cell,13.01,melanoma,miraclib,PBMC,no
sample03581,cd4_t_cell,23.53,melanoma,miraclib,PBMC,no
sample03581,cd8_t_cell,25.49,melanoma,miraclib,PBMC,no
sample03581,monocyte,19.81,melanoma,miraclib,PBMC,no
sample03581,nk_cell,18.15,melanoma,miraclib,PBMC,no
sample03588,b_cell,10.64,melanoma,miraclib,PBMC,yes
sample03588,cd4_t_cell,29.07,melanoma,miraclib,PBMC,yes
sample03588,cd8_t_cell,24.93,melanoma,miraclib,PBMC,yes
sample03588,monocyte,19.79,melanoma,miraclib,PBMC,yes
sample03588,nk_cell,15.57,melanoma,miraclib,PBMC,yes
sample03589,b_cell,9.39,melanoma,miraclib,PBMC,yes
sample03589,cd4_t_cell,21.11,melanoma,miraclib,PBMC,yes
sample03589,cd8_t_cell,32.47,melanoma,miraclib,PBMC,yes
sample03589,monocyte,23.81,melanoma,miraclib,PBMC,yes
sample03589,nk_cell,13.22,melanoma,miraclib,PBMC,yes
sample03590,b_cell,6.4,melanoma,miraclib,PBMC,yes
sample03590,cd4_t_cell,23.64,melanoma,miraclib,PBMC,yes
sample03590,cd8_t_cell,29.92,melanoma,miraclib,PBMC,yes
sample03590,monocyte,19.29,melanoma,miraclib,PBMC,yes
sample03590,nk_cell,20.75,melanoma,miraclib,PBMC,yes
sample03591,b_cell,19.57,melanoma,miraclib,PBMC,yes
sample03591,cd4_t_cell,32.59,melanoma,miraclib,PBMC,yes
sample03591,cd8_t_cell,17.54,melanoma,miraclib,PBMC,yes
sample03591,monocyte,15.05,melanoma,miraclib,PBMC,yes
sample03591,nk_cell,15.26,melanoma,miraclib,PBMC,yes
sample03592,b_cell,6.93,melanoma,miraclib,PBMC,yes
sample03592,cd4_t_cell,28.86,melanoma,miraclib,PBMC,yes
sample03592,cd8_t_cell,27.92,melanoma,miraclib,PBMC,yes
sample03592,monocyte,26.78,melanoma,miraclib,PBMC,yes
sample03592,nk_cell,9.51,melanoma,miraclib,PBMC,yes
sample03593,b_cell,8.4,melanoma,miraclib,PBMC,yes
sample03593,cd4_t_cell,34.08,melanoma,miraclib,PBMC,yes
sample03593,cd8_t_cell,24.78,melanoma,miraclib,PBMC,yes
sample03593,monocyte,13.92,melanoma,miraclib,PBMC,yes
sample03593,nk_cell,18.82,melanoma,miraclib,PBMC,yes
sample03615,b_cell,9.85,melanoma,miraclib,PBMC,no
sample03615,cd4_t_cell,43.06,melanoma,miraclib,PBMC,no
sample03615,cd8_t_cell,21.44,melanoma,miraclib,PBMC,no
sample03615,monocyte,12.85,melanoma,miraclib,PBMC,no
sample03615,nk_cell,12.8,melanoma,miraclib,PBMC,no
sample03616,b_cell,8.8,melanoma,miraclib,PBMC,no
sample03616,cd4_t_cell,27.2,melanoma,miraclib,PBMC,no
sample03616,cd8_t_cell,24.33,melanoma,miraclib,PBMC,no
sample03616,monocyte,23.33,melanoma,miraclib,PBMC,no
sample03616,nk_cell,16.34,melanoma,miraclib,PBMC,no
sample03617,b_cell,10.46,melanoma,miraclib,PBMC,no
sample03617,cd4_t_cell,30.66,melanoma,miraclib,PBMC,no
sample03617,cd8_t_cell,20.67,melanoma,miraclib,PBMC,no
sample03617,monocyte,25.63,melanoma,miraclib,PBMC,no
sample03617,nk_cell,12.57,melanoma,miraclib,PBMC,no
sample03621,b_cell,11.35,melanoma,miraclib,PBMC,yes
sample03621,cd4_t_cell,29.58,melanoma,miraclib,PBMC,yes
sample03621,cd8_t_cell,20.41,melanoma,miraclib,PBMC,yes
sample03621,monocyte,24.9,melanoma,miraclib,PBMC,yes
sample03621,nk_cell,13.76,melanoma,miraclib,PBMC,yes
sample03622,b_cell,7.82,melanoma,miraclib,PBMC,yes
sample03622,cd4_t_cell,26.66,melanoma,miraclib,PBMC,yes
sample03622,cd8_t_cell,29.35,melanoma,miraclib,PBMC,yes
sample03622,monocyte,22.35,melanoma,miraclib,PBMC,yes
sample03622,nk_cell,13.82,melanoma,miraclib,PBMC,yes
sample03623,b_cell,13.01,melanoma,miraclib,PBMC,yes
sample03623,cd4_t_cell,34.88,melanoma,miraclib,PBMC,yes
sample03623,cd8_t_cell,17.38,melanoma,miraclib,PBMC,yes
sample03623,monocyte,14.13,melanoma,miraclib,PBMC,yes
sample03623,nk_cell,20.61,melanoma,miraclib,PBMC,yes
sample03624,b_cell,12.95,melanoma,miraclib,PBMC,yes
sample03624,cd4_t_cell,42.26,melanoma,miraclib,PBMC,yes
sample03624,cd8_t_cell,16.6,melanoma,miraclib,PBMC,yes
sample03624,monocyte,12.49,melanoma,miraclib,PBMC,yes
sample03624,nk_cell,15.69,melanoma,miraclib,PBMC,yes
sample03625,b_cell,5.19,melanoma,miraclib,PBMC,yes
sample03625,cd4_t_cell,30.69,melanoma,miraclib,PBMC,yes
sample03625,cd8_t_cell,22.27,melanoma,miraclib,PBMC,yes
sample03625,monocyte,27.09,melanoma,miraclib,PBMC,yes
sample03625,nk_cell,14.76,melanoma,miraclib,PBMC,yes
sample03626,b_cell,11.33,melanoma,miraclib,PBMC,yes
sample03626,cd4_t_cell,28.87,melanoma,miraclib,PBMC,yes
sample03626,cd8_t_cell,27.18,melanoma,miraclib,PBMC,yes
sample03626,monocyte,16.94,melanoma,miraclib,PBMC,yes
sample03626,nk_cell,15.69,melanoma,miraclib,PBMC,yes
sample03633,b_cell,13.43,melanoma,miraclib,PBMC,no
sample03633,cd4_t_cell,25.85,melanoma,miraclib,PBMC,no
sample03633,cd8_t_cell,23.62,melanoma,miraclib,PBMC,no
sample03633,monocyte,20.51,melanoma,miraclib,PBMC,no
